hash,release,message,timestamp,author,change_type
d9a29bda03cc0bcd4779bdc481fdd44e07382d7c, (tag: 18.0.3),docs: fix typo in testing/services.md (#56316) PR Close #56316,2024-06-07 02:29:20+00:00,Preston West,docs
c07e1b335695ce8e5402e7d7ad7810ccd472b224, (tag: 18.0.3),fix(migrations): resolve error in standalone migration (#56302),2024-06-06 08:55:31+00:00,Kristiyan Kostadinov,fix
a13f5da77303f4ab2f1543df1de1f416216b5a9c, (tag: 18.0.3),feat(router): Allow `UrlTree` as an input to `routerLink` (#56265),2024-06-05 02:20:46+00:00,Andrew Scott,feat
4c133091e42e0993a683748a9a4d1e3e005bcafd, (tag: 18.0.3),docs: use new link for update guide (#56054),2024-05-23 20:12:12+00:00,Aristeidis Bampakos,docs
68decfd977987e47dea409fce0e841da01f2d839, (tag: 18.0.3),docs: update NG0506 (#55973),2024-05-21 18:22:44+00:00,arturovt,docs
e0cccc4cc18b8c427bcecfb201355da7c518cff4, (tag: 18.0.3),docs(docs-infra): Go zoneless and enable the zoneless scheduler (#55161),2024-04-13 14:06:30+00:00,Matthieu Riegler,docs
d6dd3dbdb09da956a7c7c95187ae29347568b2e9, (tag: 18.0.3),fix(localize): add `@angular/localize/init` as polyfill in `angular.json` (#56300),2024-06-06 08:05:58+00:00,Alan Agius,fix
181ed2a84a720b22e309ffb190fa627b8a13d783, (tag: zone.js-0.14.7),release: cut the zone.js-0.14.7 release (#56306),2024-06-06 15:09:04+00:00,Jessica Janiuk,release
101edda0184b458d331163b7e04280c3b8b48bfc, (tag: 18.1.0-next.1),release: cut the v18.1.0-next.1 release,2024-06-05 20:15:41+00:00,Jessica Janiuk,release
cc97f118910e897d1d8814d309f8edf63ab1fe4a, (tag: 18.1.0-next.1),docs: release notes for the v18.0.2 release,2024-06-05 19:57:52+00:00,Jessica Janiuk,docs
c71d687db4efff9a2bd05680726f0bab3183b85a, (tag: 18.0.2),release: cut the v18.0.2 release,2024-06-05 19:53:44+00:00,Jessica Janiuk,release
8c9b7110c318531e654f9b7190d86c210c3e595f, (tag: 18.0.2),docs(zone.js): update release guide for zone.js (#55846),2024-05-17 00:34:05+00:00,Dylan Hunn,docs
182138e74bd39c7b4fd152368fa6e3087b20cc86, (tag: 17.3.11),release: cut the v17.3.11 release,2024-06-05 19:02:16+00:00,Jessica Janiuk,release
e2b99806ac6b7de768ebd8b23e965df2ddaf00fc, (tag: 17.3.11),refactor(language-service): integrate let declarations (#56270),2024-06-05 07:07:40+00:00,Kristiyan Kostadinov,refactor
8e44f07ddf45fbb4723d42232129f400224338d1, (tag: 17.3.11),docs: change adev redirect for the security guide (#56275),2024-06-05 12:21:54+00:00,Matthieu Riegler,docs
014fac8ec4863e2506d1cce31da57ba3c8cbf72b, (tag: 17.3.11),build: update dependency @rollup/plugin-commonjs to v26 (#56281),2024-06-05 16:06:01+00:00,Angular Robot,build
dbf1d9361e6949a134eca85f59db675be140ee2d, (tag: 17.3.11),refactor(core): Refactor parts of event_replay into a shared library that will be used with global event delegation. (#56172),2024-05-29 23:28:37+00:00,Thomas Nguyen,refactor
f205fe384e8731a2acb4d2860a85169ac036ba7e, (tag: 17.3.11),docs: remove v18 developer event banner (#56278),2024-06-05 15:31:02+00:00,marktechson,docs
33a6686806e962f12bac28be79de5b89cfbef886, (tag: 17.3.11),refactor(core): Add and move tests for `Dispatcher`. (#56193),2024-05-30 19:54:57+00:00,Tom Wilkinson,refactor
b283c0c6ac5ea9934010633265c817e4755e4b87, (tag: 17.3.11),fix(zone.js): store remove abort listener on the scheduled task (#56160),2024-05-29 17:11:20+00:00,arturovt,fix
647f2a886d8b928bc81f6aec1e406b449e9b748e, (tag: 17.3.11),refactor(compiler-cli): add diagnostic for duplicate let declarations (#56199),2024-06-04 09:52:52+00:00,Kristiyan Kostadinov,refactor
b70a286f27b180fad0d270ff00dde06cbc6db81c, (tag: 17.3.11),refactor(compiler-cli): account for let declarations in two-way binding check (#56199),2024-05-31 07:13:48+00:00,Kristiyan Kostadinov,refactor
35e9257226cb8ce77fc13ded8c9627a03eaa2c21, (tag: 17.3.11),refactor(compiler-cli): support completions for let declarations (#56199),2024-05-03 09:28:34+00:00,Kristiyan Kostadinov,refactor
ab529c6dedd451c56f7eceec6a1c5cd295799fc7, (tag: 17.3.11),refactor(compiler-cli): support resolving the symbol of let declaration (#56199),2024-05-03 09:14:13+00:00,Kristiyan Kostadinov,refactor
28e76d7c91607f5a24d21ff15adb45fa6050863a, (tag: 17.3.11),refactor(compiler-cli): integrate let declaration into the indexer (#56199),2024-05-03 07:59:18+00:00,Kristiyan Kostadinov,refactor
7ef0dab42787e5ba640e1f805531ad733bfcbb87, (tag: 17.3.11),refactor(compiler-cli): integrate let declarations into the template type checker (#56199),2024-05-03 07:58:40+00:00,Kristiyan Kostadinov,refactor
4b00690ceadf14a10be68c4264144eba9cdcf64b, (tag: 17.3.11),refactor(compiler): integrate let declarations into the template binder (#56199),2024-05-02 17:29:18+00:00,Kristiyan Kostadinov,refactor
405e4dda9215a207bc74986c66070fd5f3ba8f48, (tag: 17.3.11),refactor(compiler-cli): add compiler flag for testing let declarations (#56199),2024-05-01 12:13:15+00:00,Kristiyan Kostadinov,refactor
c7ede8b2f56d120fee3b1632f656da362dced001, (tag: 17.3.11),fix(docs-infra): remove config release from test scripts (#56062),2024-05-24 13:06:44+00:00,Pawe┼é Kubiak,fix
9f5a17138e3a9ed9accf3beecd7b6b5f3fa1f63f, (tag: 17.3.11),build: update io_bazel_rules_sass digest to 61dde52 (#56168),2024-05-31 00:06:18+00:00,Angular Robot,build
609f6053c53fdd7f19a5a936852e9734c427ae1b, (tag: 17.3.11),build: update cross-repo angular dependencies (#56260),2024-06-03 19:05:38+00:00,Angular Robot,build
f6475344a8e04a268d9259ef9e0c8d4e0b1e4c1d, (tag: 17.3.11),docs: fixing typo `:ng-deep` to `::ng-deep` (#56251) PR Close #56251,2024-06-04 07:47:07+00:00,Alvaro Junqueira,docs
629fee84183fcdc64a0237f6c4f883a87ea0868b, (tag: 17.3.11),refactor(docs-infra): mark adev-root component as OnPush (#56254),2024-06-04 11:22:06+00:00,Pawel Kozlowski,refactor
a107cc50064d6a363fc0b913ba8424bc4aa47ccd, (tag: 17.3.11),refactor(docs-infra): mark code editors components as OnPush (#56254),2024-06-04 11:12:17+00:00,Pawel Kozlowski,refactor
a73687016c6535e0756b5ee02c981f6db9e7820f, (tag: 17.3.11),refactor(docs-infra): mark the update component as OnPush (#56254),2024-06-04 11:08:28+00:00,Pawel Kozlowski,refactor
ab38861e9a582c675ca26bbd08bea023d12340ea, (tag: 17.3.11),docs: fix docs links (#56234),2024-06-04 12:30:57+00:00,Sasidharan SD,docs
33b0d25bfddfca8ec9de4a3fd7f646668a1756af, (tag: 17.3.11),refactor(core): Use Nullish coalescing assignment for view getters. (#56242),2024-06-03 18:14:33+00:00,Matthieu Riegler,refactor
76f7c5c1b7ccda81ddda2fa6a45a491f1c275146, (tag: 17.3.11),docs(docs-infra): fix mode banner link (#56245),2024-06-03 19:23:46+00:00,Matthieu Riegler,docs
a23850fa6f24a8fe4c97a2390d474323eb6d1f81, (tag: 17.3.11),docs: fix vertical playground spacing issue (#55689),2024-05-06 17:46:39+00:00,Ben Hong,docs
7b6d7764df2fab38edc74860a0aa9a91ab2c8d31, (tag: 17.3.11),docs: resolve extra padding on tutorial editor (#54828),2024-03-12 17:10:22+00:00,Ben Hong,docs
a33d85dcb763dd383b9c90182cf10eb2fdf24a91, (tag: 17.3.11),build: update Node.js to match Angular CLI engines (#56187),2024-05-30 17:06:20+00:00,Alan Agius,build
988e51a2a08fea7f73036596931091313f22f850, (tag: 17.3.11),refactor(devtools): update links to the new docs (angular.dev) (#56138),2024-05-28 21:15:19+00:00,Tomasz Ducin,refactor
c673a0288d63386074a63d59619fb8dc4780cebf, (tag: 17.3.11),ci: add dylhunn@ to language-service pullapprove (#55999),2024-05-22 16:37:59+00:00,Dylan Hunn,ci
acea887f164e57c9238e94ef945742c65cecaa80, (tag: 17.3.11),docs(docs-infra): fix redirected link in banner. (#56222),2024-06-01 21:14:19+00:00,Matthieu Riegler,docs
20ab57abc47018c9ff76bd6a18f5c158237df1a4, (tag: 17.3.11),docs(docs-infra): disable the service worker for aio. (#56167),2024-05-31 22:37:13+00:00,Matthieu Riegler,docs
9e215824565f0d30da7edb20087c4460069a6660, (tag: 17.3.11),fix(compiler-cli): Show template syntax errors in local compilation modified (#55855),2024-05-17 15:51:27+00:00,Payam Valadkhan,fix
c3f2c67fa004f4c82b4e9d80346eb22142e16408, (tag: 17.3.11),refactor(core): remove doubled line (#56091),2024-05-27 07:26:38+00:00,Pawe┼é,refactor
6abfe3b1a9b3022f1e74a5e6bd73a79da1607ec7, (tag: 17.3.11),docs: fix alternate configuration link (#56201),2024-05-31 11:31:04+00:00,Sasidharan SD,docs
d95019d487a0b094736a1f93dcc96391757560dc, (tag: 17.3.11),build: update scorecard action dependencies (#56119),2024-05-31 09:05:42+00:00,Angular Robot,build
c05d50cd6f73b58e899cfb8604cef506b7a96c8d, (tag: 17.3.11),docs: update file-structure doc (#56202),2024-05-31 12:21:48+00:00,Alan Agius,docs
64170f1021ec64db74acba04c7127b0e61b4ff70, (tag: 17.3.11),docs: update version support (#56034) fixes #56033,2024-05-23 10:41:19+00:00,Matthieu Riegler,docs
e849855f0b3b9e7bb0d4ddbffe5d7a7f2fd484a4, (tag: 17.3.11),docs: edit sentence grammar in style-guide (#56173),2024-05-29 23:59:31+00:00,Tyler Tierney,docs
159c97ec69d13956aad747a9c0119590ec939ba8, (tag: 17.3.11),refactor(core): provide zone token in prod as well (#56197),2024-05-31 01:44:18+00:00,Andrew Scott,refactor
290a47d8427f4854234cb2b4244871eaf1f82c19, (tag: 17.3.11),fix(core): handle missing `withI18nSupport()` call for components that use i18n blocks (#56175),2024-05-30 04:23:44+00:00,Andrew Kushnir,fix
4cd546571d2982f3e487a649f4429d1f7620925e, (tag: 17.3.11),ci: update explicit required reviews for primitives (#56191),2024-05-30 17:52:07+00:00,Jessica Janiuk,ci
2a440e1064bddc839df91dbe77fc27bb8bd15641, (tag: 17.3.11),fix(core): Fix shouldPreventDefaultBeforeDispatching bug (#56188),2024-05-30 17:14:02+00:00,Tom Wilkinson,fix
616cdef4748d5112460cf58200832585856777d6, (tag: 17.3.11),fix(core): don't coerce all producers to consumers on liveness change (#56140),2024-05-28 16:46:41+00:00,Alex Rickabaugh,fix
7659dffa3f382afef7576b906b300faf0c67f060, (tag: 17.3.11),refactor(core): Remove lambda from error message. (#56161),2024-05-29 17:24:18+00:00,Thomas Nguyen,refactor
c144e507f1b1f3957bacbf4d6e9f4debf15a908f, (tag: 17.3.11),ci: update primitives-shared membership (#56189),2024-05-30 17:23:01+00:00,Jessica Janiuk,ci
a9075875c8b877b91eb6b732240c4efbef84f2d7, (tag: 17.3.11),ci: Update Saucelabs config to use Andoid 13 and  14 (#55710),2024-05-07 22:33:43+00:00,Matthieu Riegler,ci
0c39a46a885a1570fb582d5270308eb2b8600710, (tag: 17.3.11),refactor(core): replace AIO link with ADEV one in hydration message (#56178),2024-05-30 05:49:35+00:00,Andrew Kushnir,refactor
989a8e126ecf83d0eeee9ca66e28e7e26d2c3b26, (tag: 17.3.11),refactor(compiler): implement let declarations in render3 ast (#55848),2024-05-20 20:04:18+00:00,Kristiyan Kostadinov,refactor
d44c8ee98c143d8a02786da10b069c8010fd6bd7, (tag: 17.3.11),refactor(compiler): implement let declarations in html ast (#55848),2024-04-30 12:33:08+00:00,Kristiyan Kostadinov,refactor
5ee235729cae53a690bcda40885fd8bd72aca716, (tag: 17.3.11),refactor(compiler): add support for tokenizing let declarations (#55848),2024-04-30 10:58:33+00:00,Kristiyan Kostadinov,refactor
78cf9bfc0eb1e78c1f6d3a562e65982579698896, (tag: 17.3.11),fix(core): Do not migrate `HttpClientModule` imports on components. (#56067),2024-05-24 15:00:03+00:00,Matthieu Riegler,fix
b70b80ba55ff16a5dd10e07c7120b0d3aecd5d2d, (tag: 17.3.11),fix(migrations): do not generate aliased variables with the same name (#56154),2024-05-29 12:41:01+00:00,Kristiyan Kostadinov,fix
88732f0ca47a2d13351a5107ed8dd06a78ba24aa, (tag: 17.3.11),build: update cross-repo angular dependencies (#56169),2024-05-23 15:07:32+00:00,Angular Robot,build
94726a49d989f7b55faf25cb157e8d857b35ec2b, (tag: 17.3.11),docs(docs-infra): move back all xterm code to the fw repo (#55642),2024-05-02 18:06:21+00:00,Matthieu Riegler,docs
50f8191fbf4ae30c0e0017f0599a9aad40e11c58, (tag: 17.3.11),refactor(core): privately export token that indicates if zone CD is provided (#56137),2024-05-29 15:55:44+00:00,Andrew Scott,refactor
d390041e5ab362cddad42ac76eed86fbf95b76d7, (tag: 17.3.11),docs: add discord link icon to nav menu (#56149),2024-05-29 09:48:49+00:00,vidhi hattar,docs
8a3d010d4dcdc0bf6285e4e038eb74be0bb28ee6, (tag: 18.1.0-next.0),release: cut the v18.1.0-next.0 release,2024-05-29 16:38:06+00:00,Pawel Kozlowski,release
f6d5cb0426db904251471e51b8414dd6444c8b3c, (tag: 18.1.0-next.0),docs: release notes for the v18.0.1 release,2024-05-29 16:13:57+00:00,Pawel Kozlowski,docs
1726b0308d790f1ecf72a509e3696bd3119d8149, (tag: 18.0.1),release: cut the v18.0.1 release,2024-05-29 16:05:21+00:00,Pawel Kozlowski,release
ba85d081583277a5b7a04bc349a3a8d528467c52, (tag: 18.0.1),fix(migrations): handle empty ngSwitchCase (#56105),2024-05-27 17:19:06+00:00,naaajii,fix
e5a6f917225aafa7c5c860f280d2aafe3615727e, (tag: 18.0.1),feat(core): support TypeScript 5.5 (#56096),2024-05-28 13:38:27+00:00,Kristiyan Kostadinov,feat
4fdc93bcd5d1672e1cdd5a0392a0419c3f97ad99, (tag: 18.0.1),refactor(core): Use event_dispatcher in event_replay code. (#56036),2024-05-23 00:02:04+00:00,Thomas Nguyen,refactor
4c7964c970a93fc18c545084bc88602c84b533b9, (tag: 18.0.1),docs(docs-infra): prevent the index.html from v17 to redirect to ADEV. (#56087),2024-05-26 22:27:20+00:00,Matthieu Riegler,docs
3b1a25c4334193345d24e9455b8aae4de098039b, (tag: 18.0.1),docs: update links in guide for migrating v14 apps to v15 at angular.dev (#56116),2024-05-28 02:26:57+00:00,Neil Runcie,docs
f8726052d92b3b220e3f17964ac7c1811d4f5bdd, (tag: 18.0.1),docs: compress favicons (#56133),2024-05-28 18:18:25+00:00,TJ Kohli,docs
baa6c3c514e499ca6f32b8c6e843ba0727749a36, (tag: 18.0.1),docs: archive banner link to adev (#56083),2024-05-26 14:57:54+00:00,Matthieu Riegler,docs
fd61a4628bc7aa64cf4dabcbc12a8f9fcc47288b, (tag: 18.0.1),docs: correct browserslist compatibility docs (#56027) PR Close #56027,2024-05-23 08:49:34+00:00,Char2s,docs
dd7e837f171686a58f429ef49ede6cd6e9ad7a2b, (tag: 18.0.1),docs: update Angular CLI help [18.0.x] (#56093),2024-05-27 09:07:11+00:00,Angular Robot,docs
ae11a65818c307fa597e52c9ff1d8e6e498d748f, (tag: 18.0.1),docs: update Angular CLI help [main] (#56092),2024-05-27 09:07:07+00:00,Angular Robot,docs
37b0bad470fae50b4f2646548bcdb6bc54fbb01c, (tag: 18.0.1),docs: fix links in aot compiler page (#56132),2024-05-28 17:45:43+00:00,Sasidharan SD,docs
fa4bcf36210141a2326c0d28cf80b8b174a3b615, (tag: 18.0.1),test: add back control_flow_migration tests (#56130),2024-05-28 14:30:49+00:00,Alan Agius,test
0b6018b75546eed4cba492332d8177739b4d8406, (tag: 18.0.1),build: update to latest dev infra code (#56128),2024-05-28 11:23:47+00:00,Kristiyan Kostadinov,build
b2445a095314aa66da038d3093e6a1b18fe5768b, (tag: 18.0.1),fix(core): link errors to ADEV (#55554) (#56038),2024-04-25 23:10:52+00:00,Matthieu Riegler,fix
35148426f6a6e6890cf6629cc45fb036c8be7138, (tag: 18.0.1),docs: change link from #components-overide to #override-component-providers (#56111) PR Close #56111,2024-05-27 23:27:48+00:00,Harshal,docs
c790e77146ad03a7888a4f48689b6410168c51d7, (tag: 18.0.1),docs: fix some errors docs (#55706),2024-05-07 08:22:14+00:00,Matthieu Riegler,docs
4e6ea0e19c52c9aceb635accb379572c78a457da, (tag: 18.0.1),fix(core): handle elements with local refs in event replay serialization logic (#56076),2024-05-24 22:04:00+00:00,Andrew Kushnir,fix
3edd07fa11ef3ff301d0d4670bb74189ac89d883, (tag: 18.0.1),docs: update CLI reference (#56060) PR Close #56060,2024-05-24 09:03:46+00:00,Aristeidis Bampakos,docs
e5948905d275df8056e7fd08bdb0764bd0b79be5, (tag: 18.0.1),docs: fix schematics cli broken link (#56070),2024-05-24 16:37:34+00:00,Sasidharan SD,docs
ce76408a86a4e20093a303f97e4cc4d6163605e2, (tag: 18.0.1),docs: update tutorials to use v18 (#56043),2024-05-23 15:41:07+00:00,Charles Lyding,docs
823ae417f5bba114d091f8815c9a53764e3ced48, (tag: 18.0.1),docs: change count to this.count in example (#56080) PR Close #56080,2024-05-26 07:59:55+00:00,Ben Halbach,docs
e19849e7075fa91f1f138ceaf33cef44d2e3868d, (tag: 18.0.1),docs: add update material to v18 step (#56044),2024-05-23 16:36:27+00:00,Matthieu Riegler,docs
3e02e8fe95c1a43469c8289fcab2fda012c0e6e5, (tag: 18.0.1),docs: add search favicon for seo (#56016),2024-05-22 23:56:46+00:00,Matthieu Riegler,docs
57bd5b548081449645d5ad50922a09b1d05e682f, (tag: 18.0.1),docs: use customized YouTube channel link (#56051) PR Close #56051,2024-05-23 18:32:24+00:00,Aristeidis Bampakos,docs
7fdd0d773e3601d56d494b3fe317167b760b7160, (tag: 18.0.1),docs: remove extra template string termination (#56081) PR Close #56081,2024-05-26 08:26:14+00:00,Ben Halbach,docs
825023801baf8dbd0bd87b7ec46a65e869e08adb, (tag: 18.0.1),docs(core): change API link (#55688),2024-05-06 16:07:36+00:00,vladboisa,docs
47b7ba0d5e1ca1f2ec62a3aee2d905c079950a1f, (tag: 18.0.1),refactor(core): Remove hybrid mode flag and move scheduler provider location (#55722),2024-05-07 22:40:28+00:00,Andrew Scott,refactor
6ddd1e41be04a29fc0ce837a239d56f9057393f7, (tag: 18.0.1),build: update io_bazel_rules_sass digest to 2907a45 (#55841),2024-05-16 23:04:44+00:00,Angular Robot,build
01a19f33b5f7f8ff33ceb5ca705d00b74deb930a, (tag: 18.0.1),refactor(core): Make sure not to do anymore jsaction work once everything is replayed. (#55799),2024-05-14 22:19:03+00:00,Thomas Nguyen,refactor
ef81cf8400fdb4f7fcd5a650a15b8580acf1bdac, (tag: 18.0.1),refactor: use built-in control flow in js-web-frameworks benchmark (#55988),2024-05-22 10:49:13+00:00,Pawel Kozlowski,refactor
419ffa20265e4b9b5b1d92045ec40f59f5c4de2e, (tag: 18.0.1),fix(compiler): optimize track function that only passes $index (#55872),2024-05-19 17:29:55+00:00,Kristiyan Kostadinov,fix
760207b254ed5097f1bc214f0722aa5424e23dc2, (tag: 18.0.1),"Revert ""fix(core): link errors to ADEV (#55554)"" (#56031)",2024-05-23 10:13:18+00:00,Pawel Kozlowski,revert
17d4b619057fe11118e528821bf0f183d1baa8ff, (tag: 18.0.1),build: bump in-memory-web-api to v18 (#56018),2024-05-23 01:37:54+00:00,Joey Perrott,build
d57257514de514ece9edd29dc8bcfc4d8a3febca, (tag: 18.0.1),docs: update blog link in new Angular Docs (#56022) PR Close #56022,2024-05-23 07:53:04+00:00,Aristeidis Bampakos,docs
cc12be47ed10d31e8578c8fe204d1f6200a702fb, (tag: 18.0.1),docs: change robots.txt to allow crawling (#56023),2024-05-23 08:20:03+00:00,Jens Kuehlers,docs
45d6865c226839317776a0a2a8feb34a0c3eb91b, (tag: 18.0.1),docs: update robots.txt to allow crawlers (#56023),2024-05-23 08:03:18+00:00,Jens Kuehlers,docs
98cd91a273aafc90614bb413b713d3c7871ac6a4, (tag: 18.0.1),docs: using @if instead ngIf (#54623),2024-02-27 12:20:10+00:00,Daniel Schmitz,docs
c122f07149eed6b19ed7d975b3d98aabbf3eb65e, (tag: 18.0.1),docs: update the roadmap to reflect latest work (#55979),2024-05-18 19:18:30+00:00,mgechev,docs
a27600c46360e440317ff580c7793029ace540c2, (tag: 18.0.1),fix(zone.js): do not mutate event listener options (may be readonly) (#55796),2024-05-14 21:03:50+00:00,arturovt,fix
b960aad86365b7c851a0ecb4ae666fbaf498775c, (tag: 18.0.1),refactor(core): remove unused preventDefault on listener (#55879),2024-05-19 21:01:04+00:00,Matthieu Riegler,refactor
ed5065e9588280e97ad0c4707b8770ed27725821, (tag: 18.0.1),docs: add the v18 blog post link to the changelog (#56015) PR Close #56015,2024-05-22 22:14:25+00:00,Emma Twersky,docs
9f63df9d1b0661c6f48a4141b6f4d15b309976ee, (tag: 18.0.1),refactor(core): Add a new `EventDispatcher` class. (#55837),2024-05-15 23:13:04+00:00,Tom Wilkinson,refactor
985a215b102be2a58dd4d13e1c05399f58f3078e, (tag: 18.0.1),fix(core): typo in zoneless warning (#55974),2024-05-21 19:57:50+00:00,cexbrayat,fix
774b4239accd17d539e5b21d2b4616d32bd58b9a, (tag: 18.0.1),ci: don't add redirect from next.angular.dev to vX sites (#56012),2024-05-22 19:25:42+00:00,Joey Perrott,ci
1ed8ec6d907804208e52e7d2844d171a2b878d8b, (tag: 18.0.1),ci: remove web audit checks for deprecated site (#56011),2024-05-22 19:08:33+00:00,Joey Perrott,ci
e67cb0940449f76ac7c419bef7fb25cc8a765464, (tag: 18.0.1),docs: update robots.txt (#56010) PR Close #56010,2024-05-22 19:06:58+00:00,Emma Twersky,docs
5d64589e4c33660a574bdd1a6232c7c86ad55894, (tag: 18.0.1),docs: add angular.dev release banners (#56014),2024-05-22 21:57:54+00:00,twerske,docs
5be6df65eb03cba9c829cb72bbac965ad9e97caa, (tag: 18.0.1),docs: release notes for the v17.3.10 release,2024-05-22 18:19:02+00:00,Dylan Hunn,docs
9774ebe1da4980591000f5dd266b32f55c908481, (tag: 17.3.10),release: cut the v17.3.10 release,2024-05-22 18:10:46+00:00,Dylan Hunn,release
90ecee892de2d77e0dc9b95d3bfd88c568e1672e, (tag: 17.3.10),docs: release notes for the v18.0.0 release,2024-05-22 18:01:34+00:00,Dylan Hunn,docs
d6391eed234a751091c6f06f5ce4ab6f129ceef7, (tag: 18.0.0),release: cut the v18.0.0 release,2024-05-22 17:52:19+00:00,Dylan Hunn,release
e3aa2b59baab04c996d02386e65d59916e94ee4a, (tag: 18.0.0),fix(docs-infra): calculate list of Angular Docs versions based on VERSION (#56002),2024-05-21 20:49:55+00:00,Pawe┼é Kubiak,fix
a6eedbc2e8f88b54fba2580ff21544e0dcc2adb8, (tag: 18.0.0),docs: Add experimental and zoneless to nav (#55834),2024-05-16 17:33:35+00:00,Andrew Scott,docs
c421d8a9d450d5f25078acd145384d9eba34c077, (tag: 18.0.0),docs: update links in redirect for non adev (#55997),2024-05-22 16:45:17+00:00,twerske,docs
faf922b24ed1817efb3e7465ded975da9aa182ab, (tag: 18.0.0),build: set up redirect from angular.io to v17.angular.io when v17 moves into LTS (#55998),2024-05-22 16:35:07+00:00,Joey Perrott,build
b7f2fd473988a561bfd032386d8955e90c8d91ed, (tag: 18.0.0),fix(language-service): use type-only import in plugin factory (#55996),2024-05-22 16:18:06+00:00,Kristiyan Kostadinov,fix
5941419cd4ba491fdfe34fab81b03b0bded18889, (tag: 18.0.0),ci: remove aio payload checks for deprecated site (#56000),2024-05-22 16:45:21+00:00,Joey Perrott,ci
f8a2ad6e99d499559be2ca6d734a1ee97247707a, (tag: 18.0.0),docs: Add v18 to update guide (#55993),2024-05-22 15:26:09+00:00,Matthieu Riegler,docs
3ac0511aad3f52bc646f8a31ff72508ff736bc06, (tag: 18.0.0),fix(docs-infra): use separate templates for the from and to selectors in update guide (#55992),2024-05-22 15:08:06+00:00,Joey Perrott,fix
418a35f3fb7e7ef7b626d08778b32edc12135154, (tag: 18.0.0),fix(docs-infra): fix failing tests related to redirects (#55994),2024-05-22 15:35:27+00:00,Joey Perrott,fix
048847f374106d1bac43ea190bf6020fef2fd259, (tag: 18.0.0),docs: release notes for the v18.0.0-rc.3 release,2024-05-21 21:40:10+00:00,Dylan Hunn,docs
b10e031f522a8d64548d0353b01a5ade0ef99d40, (tag: 18.0.0),docs: add redirect banner to adev page (#55626),2024-05-21 20:49:10+00:00,twerske,docs
d83dda560f95cb2b5d76718810e700d03ad74c92, (tag: 18.0.0),docs: remove AIO from search indexing (#55618) PR Close #55618,2024-05-01 19:10:17+00:00,Emma Twersky,docs
afe45616ad2fc4edd5cba84a233ea3a76a2c09b7, (tag: 18.0.0),fix(service-worker): remove `controllerchange` listener when app is destroyed (#55365),2024-04-16 16:10:47+00:00,arturovt,fix
a5512d3c4bb1a4469a0bb8def49320c9860fae8d, (tag: 18.0.0),docs: update robot.txt to index angular.dev (#55617),2024-05-01 19:05:38+00:00,twerske,docs
8734b8fd3485007bbb54cfc5979aed13fc89ed6f, (tag: 18.0.0),feat(docs-infra): set up redirect of all requests to the root of angular.io to angular.dev (#55620),2024-05-01 19:42:12+00:00,Joey Perrott,feat
bb13174bd1fe4f1175eab44c9daef80f7a328ce3, (tag: 18.0.0),refactor(core): Add a bit to `EventInfo` to mark resolution. (#55864),2024-05-17 21:50:42+00:00,Tom Wilkinson,refactor
999bfac73785491659803df29a81fc01b981f0bc, (tag: 18.0.0),build: update actions/checkout digest to a5ac7e5 (#55889),2024-05-20 13:06:12+00:00,Angular Robot,build
cbe3a029fac2ea44ecfdbc1d50f9b5b8de28550c, (tag: 18.0.0),docs: fix broken publish library link (#55895),2024-05-17 01:08:57+00:00,Sasidharan SD,docs
81c99ac5b98b43372c58d940f39fcfd788edc1e2, (tag: 18.0.0),docs: add missing border on embedded editor (#55926),2024-05-20 22:38:23+00:00,Ben Hong,docs
0c75267ebff11a5c50ee4e73200b4109f5bd655c, (tag: 18.0.0),docs(docs-infra): Add update guide to adev (#55638),2024-05-16 23:21:05+00:00,Matthieu Riegler,docs
a44a4689ca64453a1c51028762c5e4ac30655e3c, (tag: 18.0.0),ci: properly redirect during rc phase (#55972),2024-05-21 18:13:56+00:00,Joey Perrott,ci
33d0102304e2213ee0af0bc86028a4f564c81ed4, (tag: 18.0.0),fix(compiler): allow comments between connected blocks (#55966),2024-05-21 11:04:35+00:00,Kristiyan Kostadinov,fix
5052d4c998a785a156233d3caf004a42e7b7c185, (tag: 18.0.0),docs(common): fix FormatWidth.Short description (#55821),2024-05-15 17:34:56+00:00,garrettld,docs
77eb4ca0610c4129938d0dcef0b468ef40c679a3, (tag: 18.0.0),docs: declare `provideAnimationsAsync()` function stable (#55871),2024-05-19 01:17:54+00:00,Andrew Kushnir,docs
4f4f41016e897c3fab77ffc23fcfeddadaa782c1, (tag: 18.0.0),fix(compiler-cli): dom property binding check in signal extended diagnostic (#54324),2024-01-23 08:53:48+00:00,cexbrayat,fix
c881c3e0c6182dbfb696834b56c2ead7f7f55fa9, (tag: 18.0.0),refactor(core): Add additional cleanups to PR- Simplify event handler extraction logic. (#55752),2024-05-13 20:31:56+00:00,Thomas Nguyen,refactor
0cbd73c6e9931dc4938054fc6f7831bdee2606a4, (tag: 18.0.0),fix(core): add warning when using zoneless but zone.js is still loaded (#55769),2024-05-15 20:32:54+00:00,Kristiyan Kostadinov,fix
e923a76400cf26f1f93a62f0cfcc7991a6f450b9, (tag: 18.0.0),refactor(core): Remove legacy_dispatcher.ts which is no longer needed. (#55784),2024-05-13 23:41:49+00:00,Tom Wilkinson,refactor
